date,meeting_month,meeting_date,event_slug,event_title,market_question,outcome_name,normalized_outcome_label,token_id,last_probability,mean_probability,min_probability,max_probability,number_of_observations,days_to_meeting,source_endpoint_type
2026-01-27,2026-01,2026-01-28,fed-decision-in-january,Fed decision in January?,Fed decreases interest rates by 25 bps after January 2026 meeting?,Yes,25_bps_cut,92703761682322480664976766247614127878023988651992837287050266308961660624165,0.004,0.003902439024390244,0.003,0.004,164,1,trades_fallback
2026-01-28,2026-01,2026-01-28,fed-decision-in-january,Fed decision in January?,No change in Fed interest rates after January 2026 meeting?,Yes,no_change,112838095111461683880944516726938163688341306245473734071798778736646352193304,0.999,0.9962246479101948,0.993,0.999,3124,0,trades_fallback
2026-01-28,2026-01,2026-01-28,fed-decision-in-january,Fed decision in January?,Fed decreases interest rates by 50+ bps after January 2026 meeting?,Yes,50_plus_bps_cut,11862165566757345985240476164489718219056735011698825377388402888080786399275,0.001,0.001,0.001,0.001,487,0,trades_fallback
2026-01-28,2026-01,2026-01-28,fed-decision-in-january,Fed decision in January?,Fed increases interest rates by 25+ bps after January 2026 meeting?,Yes,25_plus_bps_hike,16419649354067298412736919830777830730026677464626899811394461690794060330642,0.001,0.0013883076724391422,0.001,0.002,915,0,trades_fallback
2026-01-28,2026-01,2026-01-28,fed-decision-in-january,Fed decision in January?,Fed increases interest rates by 25+ bps after January 2026 meeting?,No,other,42139849929574046088630785796780813725435914859433767469767950066058132350666,0.999,0.9988099999541076,0.998,0.999,600,0,trades_fallback
2026-01-28,2026-01,2026-01-28,fed-decision-in-january,Fed decision in January?,Fed decreases interest rates by 25 bps after January 2026 meeting?,No,other,48193521645113703700467246669338225849301704920590102230072263970163239985027,0.999,0.997608848621341,0.995,0.999,1880,0,trades_fallback
2026-01-28,2026-01,2026-01-28,fed-decision-in-january,Fed decision in January?,Fed decreases interest rates by 50+ bps after January 2026 meeting?,No,other,71478852790279095447182996049071040792010759617668969799049179229104800573786,0.999,0.999,0.999,0.999,101,0,trades_fallback
2026-01-28,2026-01,2026-01-28,fed-decision-in-january,Fed decision in January?,No change in Fed interest rates after January 2026 meeting?,No,other,7321318078891059430231591636389479745928915782241484131001985601124919020061,0.001,0.004364224490449099,0.001,0.0070000000126,876,0,trades_fallback
2026-01-28,2026-01,2026-01-28,fed-decision-in-january,Fed decision in January?,Fed decreases interest rates by 25 bps after January 2026 meeting?,Yes,25_bps_cut,92703761682322480664976766247614127878023988651992837287050266308961660624165,0.001,0.003539400636633797,0.001,0.01032,1891,0,trades_fallback
2026-04-19,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,Yes,50_plus_bps_cut,18690049947242812495755151360212639738977254879109748949267393375856311641700,0.002,0.0016666666666666668,0.001,0.002,51,10,trades_fallback
2026-04-19,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,No,other,44217754360633979680316989769899520588351517398269898942558308875588541304698,0.999,0.9986241610738255,0.998,0.999,298,10,trades_fallback
2026-04-20,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,Yes,50_plus_bps_cut,18690049947242812495755151360212639738977254879109748949267393375856311641700,0.002,0.0016363636363636363,0.001,0.002,88,9,trades_fallback
2026-04-20,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,No,other,30695356184876659373803609107050405812738015124680927512315982415984867952338,0.997,0.9976238938053097,0.997,0.998,226,9,trades_fallback
2026-04-20,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,No,other,44217754360633979680316989769899520588351517398269898942558308875588541304698,0.998,0.9986262425447316,0.998,0.999,503,9,trades_fallback
2026-04-20,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,Yes,25_bps_cut,83479140651306794046790588004449066364152228067472874205697111967337978544729,0.004,0.004291372592149796,0.003,0.006225802728468872,92,9,trades_fallback
2026-04-20,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,No,other,86189905157402748775272356734086074576046362545577080735663677743589826713172,0.9969999999853382,0.9958288770029098,0.994,0.997,187,9,trades_fallback
2026-04-20,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,Yes,25_plus_bps_hike,9556122149160720922715284597610520228366807023831966638741974320131898296289,0.003000000003,0.002779069768293334,0.002,0.0030000000054545453,86,9,trades_fallback
2026-04-21,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,Yes,50_plus_bps_cut,18690049947242812495755151360212639738977254879109748949267393375856311641700,0.002,0.001808080808080808,0.001,0.002,99,8,trades_fallback
2026-04-21,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,No,other,30695356184876659373803609107050405812738015124680927512315982415984867952338,0.998,0.997606779661017,0.997,0.998,295,8,trades_fallback
2026-04-21,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,No,other,44217754360633979680316989769899520588351517398269898942558308875588541304698,0.999,0.9986174089068826,0.998,0.999,494,8,trades_fallback
2026-04-21,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,Yes,25_bps_cut,83479140651306794046790588004449066364152228067472874205697111967337978544729,0.0030000000003,0.003398292990805499,0.002,0.004,111,8,trades_fallback
2026-04-21,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,No,other,86189905157402748775272356734086074576046362545577080735663677743589826713172,0.997,0.9966617646297092,0.996,0.998,340,8,trades_fallback
2026-04-21,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,Yes,25_plus_bps_hike,9556122149160720922715284597610520228366807023831966638741974320131898296289,0.0030000000003,0.002812500001290613,0.002,0.003000000004379562,96,8,trades_fallback
2026-04-22,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,Yes,50_plus_bps_cut,18690049947242812495755151360212639738977254879109748949267393375856311641700,0.002,0.0019473684210526317,0.001,0.002,266,7,trades_fallback
2026-04-22,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,No,other,30695356184876659373803609107050405812738015124680927512315982415984867952338,0.998,0.9975643564356436,0.997,0.998,303,7,trades_fallback
2026-04-22,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,No,other,44217754360633979680316989769899520588351517398269898942558308875588541304698,0.998,0.9985296912114014,0.998,0.999,421,7,trades_fallback
2026-04-22,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,Yes,25_bps_cut,83479140651306794046790588004449066364152228067472874205697111967337978544729,0.004,0.0031986301373883664,0.002,0.004,146,7,trades_fallback
2026-04-22,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,No,other,86189905157402748775272356734086074576046362545577080735663677743589826713172,0.997,0.9971755319133556,0.996,0.998,188,7,trades_fallback
2026-04-22,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,Yes,25_plus_bps_hike,9556122149160720922715284597610520228366807023831966638741974320131898296289,0.0030000000003,0.0028115942051530696,0.002,0.003000000012,69,7,trades_fallback
2026-04-23,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,Yes,50_plus_bps_cut,18690049947242812495755151360212639738977254879109748949267393375856311641700,0.002,0.0017471264367816092,0.001,0.002,87,6,trades_fallback
2026-04-23,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,No,other,30695356184876659373803609107050405812738015124680927512315982415984867952338,0.998,0.9976329113924051,0.996,0.998,395,6,trades_fallback
2026-04-23,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,No,other,44217754360633979680316989769899520588351517398269898942558308875588541304698,0.999,0.9988032345013477,0.998,0.999,371,6,trades_fallback
2026-04-23,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,Yes,25_bps_cut,83479140651306794046790588004449066364152228067472874205697111967337978544729,0.0030000000012,0.002428571429106511,0.002,0.004,308,6,trades_fallback
2026-04-23,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,No,other,86189905157402748775272356734086074576046362545577080735663677743589826713172,0.998,0.9973681462139021,0.996,0.998,383,6,trades_fallback
2026-04-23,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,Yes,25_plus_bps_hike,9556122149160720922715284597610520228366807023831966638741974320131898296289,0.003000000002830189,0.0027864077683390507,0.002,0.004,103,6,trades_fallback
2026-04-24,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,Yes,50_plus_bps_cut,18690049947242812495755151360212639738977254879109748949267393375856311641700,0.002,0.0017241379310344827,0.001,0.002,58,5,trades_fallback
2026-04-24,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,No,other,30695356184876659373803609107050405812738015124680927512315982415984867952338,0.998,0.9975837988826816,0.997,0.998,358,5,trades_fallback
2026-04-24,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,No,other,44217754360633979680316989769899520588351517398269898942558308875588541304698,0.999,0.9985831134564643,0.998,0.999,379,5,trades_fallback
2026-04-24,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,Yes,25_bps_cut,83479140651306794046790588004449066364152228067472874205697111967337978544729,0.002,0.0028035714302699385,0.002,0.0030000000049180326,112,5,trades_fallback
2026-04-24,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,No,other,86189905157402748775272356734086074576046362545577080735663677743589826713172,0.998,0.9976411290322581,0.997,0.998,248,5,trades_fallback
2026-04-24,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,Yes,25_plus_bps_hike,9556122149160720922715284597610520228366807023831966638741974320131898296289,0.003000000003,0.002729411765941523,0.002,0.003000000003,85,5,trades_fallback
2026-04-25,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,Yes,50_plus_bps_cut,18690049947242812495755151360212639738977254879109748949267393375856311641700,0.001,0.0011414141414141413,0.001,0.002,99,4,trades_fallback
2026-04-25,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,No,other,30695356184876659373803609107050405812738015124680927512315982415984867952338,0.999,0.9983294797687862,0.997,0.999,346,4,trades_fallback
2026-04-25,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,No,other,44217754360633979680316989769899520588351517398269898942558308875588541304698,0.999,0.9989210526315789,0.998,0.999,190,4,trades_fallback
2026-04-25,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,Yes,25_bps_cut,83479140651306794046790588004449066364152228067472874205697111967337978544729,0.002,0.0019079754601595091,0.001,0.003000000003,163,4,trades_fallback
2026-04-25,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,No,other,86189905157402748775272356734086074576046362545577080735663677743589826713172,0.999,0.9983165680473373,0.997,0.999,338,4,trades_fallback
2026-04-25,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,Yes,25_plus_bps_hike,9556122149160720922715284597610520228366807023831966638741974320131898296289,0.002,0.0018602941177132354,0.001,0.003000000003,136,4,trades_fallback
2026-04-26,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,Yes,50_plus_bps_cut,18690049947242812495755151360212639738977254879109748949267393375856311641700,0.001,0.001,0.001,0.001,89,3,trades_fallback
2026-04-26,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,No,other,30695356184876659373803609107050405812738015124680927512315982415984867952338,0.999,0.9986818181818182,0.998,0.999,220,3,trades_fallback
2026-04-26,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will there be no change in Fed interest rates after the April 2026 meeting?,No,other,31766935524058663070405983804663917978960087327501512757848582448134393241922,0.002,0.0019722222222222224,0.001,0.002,36,3,trades_fallback
2026-04-26,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,No,other,44217754360633979680316989769899520588351517398269898942558308875588541304698,0.999,0.999,0.999,0.999,26,3,trades_fallback
2026-04-26,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will there be no change in Fed interest rates after the April 2026 meeting?,Yes,no_change,63586620628756015058616403521099137018911742768824051367331188904593189743777,0.999,0.9986428571428572,0.998,0.999,56,3,trades_fallback
2026-04-26,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,Yes,25_bps_cut,83479140651306794046790588004449066364152228067472874205697111967337978544729,0.001,0.0015591397849462367,0.001,0.002,186,3,trades_fallback
2026-04-26,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,No,other,86189905157402748775272356734086074576046362545577080735663677743589826713172,0.999,0.9987481481481482,0.998,0.999,135,3,trades_fallback
2026-04-26,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,Yes,25_plus_bps_hike,9556122149160720922715284597610520228366807023831966638741974320131898296289,0.001,0.0015724137931034483,0.001,0.002,145,3,trades_fallback
2026-04-27,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,Yes,50_plus_bps_cut,18690049947242812495755151360212639738977254879109748949267393375856311641700,0.001,0.001,0.001,0.001,104,2,trades_fallback
2026-04-27,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,No,other,30695356184876659373803609107050405812738015124680927512315982415984867952338,0.999,0.999,0.999,0.999,12,2,trades_fallback
2026-04-27,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will there be no change in Fed interest rates after the April 2026 meeting?,No,other,31766935524058663070405983804663917978960087327501512757848582448134393241922,0.002,0.0014076923076928847,0.001,0.0030000000003,520,2,trades_fallback
2026-04-27,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,No,other,44217754360633979680316989769899520588351517398269898942558308875588541304698,0.999,0.999,0.999,0.999,17,2,trades_fallback
2026-04-27,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will there be no change in Fed interest rates after the April 2026 meeting?,Yes,no_change,63586620628756015058616403521099137018911742768824051367331188904593189743777,0.998,0.9986233504804146,0.9979991996798719,0.999,531,2,trades_fallback
2026-04-27,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,Yes,25_bps_cut,83479140651306794046790588004449066364152228067472874205697111967337978544729,0.001,0.001,0.001,0.001,186,2,trades_fallback
2026-04-27,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,No,other,86189905157402748775272356734086074576046362545577080735663677743589826713172,0.999,0.999,0.999,0.999,15,2,trades_fallback
2026-04-27,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,Yes,25_plus_bps_hike,9556122149160720922715284597610520228366807023831966638741974320131898296289,0.001,0.001,0.001,0.001,182,2,trades_fallback
2026-04-28,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,Yes,50_plus_bps_cut,18690049947242812495755151360212639738977254879109748949267393375856311641700,0.001,0.001,0.001,0.001,128,1,trades_fallback
2026-04-28,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,No,other,30695356184876659373803609107050405812738015124680927512315982415984867952338,0.998,0.9987754358079299,0.988,0.999,142,1,trades_fallback
2026-04-28,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will there be no change in Fed interest rates after the April 2026 meeting?,No,other,31766935524058663070405983804663917978960087327501512757848582448134393241922,0.003000000012,0.0022639843048423334,0.001,0.0030000000129310343,342,1,trades_fallback
2026-04-28,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,No,other,44217754360633979680316989769899520588351517398269898942558308875588541304698,0.999,0.999,0.999,0.999,23,1,trades_fallback
2026-04-28,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will there be no change in Fed interest rates after the April 2026 meeting?,Yes,no_change,63586620628756015058616403521099137018911742768824051367331188904593189743777,0.998,0.9945494858600264,0.01,0.999,779,1,trades_fallback
2026-04-28,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,Yes,25_bps_cut,83479140651306794046790588004449066364152228067472874205697111967337978544729,0.001,0.0012148212040890422,0.001,0.002,255,1,trades_fallback
2026-04-28,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,No,other,86189905157402748775272356734086074576046362545577080735663677743589826713172,0.999,0.99888,0.998,0.999,50,1,trades_fallback
2026-04-28,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,Yes,25_plus_bps_hike,9556122149160720922715284597610520228366807023831966638741974320131898296289,0.002,0.002546851054982635,0.001,0.23099992873648637,224,1,trades_fallback
2026-04-29,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,Yes,50_plus_bps_cut,18690049947242812495755151360212639738977254879109748949267393375856311641700,0.001,0.001,0.001,0.001,191,0,trades_fallback
2026-04-29,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,No,other,30695356184876659373803609107050405812738015124680927512315982415984867952338,0.999,0.998961110998458,0.998,0.999,180,0,trades_fallback
2026-04-29,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will there be no change in Fed interest rates after the April 2026 meeting?,No,other,31766935524058663070405983804663917978960087327501512757848582448134393241922,0.001,0.0023507568474039693,0.001,0.003000000012,608,0,trades_fallback
2026-04-29,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,No,other,44217754360633979680316989769899520588351517398269898942558308875588541304698,0.999,0.999,0.999,0.999,18,0,trades_fallback
2026-04-29,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will there be no change in Fed interest rates after the April 2026 meeting?,Yes,no_change,63586620628756015058616403521099137018911742768824051367331188904593189743777,0.999,0.9983865240689103,0.997,0.999,1128,0,trades_fallback
2026-04-29,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,Yes,25_bps_cut,83479140651306794046790588004449066364152228067472874205697111967337978544729,0.001,0.001588132080166393,0.001,0.004,497,0,trades_fallback
2026-04-29,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,No,other,86189905157402748775272356734086074576046362545577080735663677743589826713172,0.999,0.9988666666666667,0.998,0.999,60,0,trades_fallback
2026-04-29,2026-04,2026-04-29,fed-decision-in-april,Fed decision in April?,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,Yes,25_plus_bps_hike,9556122149160720922715284597610520228366807023831966638741974320131898296289,0.001,0.0014901861434397014,0.001,0.007000000091000001,397,0,trades_fallback
